Size,Time
80000,0.00064492225647
180000,0.000654935836792
280000,0.000648975372314
380000,0.000648021697998
480000,0.000658988952637
580000,0.000645875930786
680000,0.000712871551514
780000,0.00066614151001
880000,0.00064492225647
