Bandwidth
72.0
72.0
72.7
72.7
72.0
72.0
71.2
72.0
72.0
72.7
72.0
72.0
72.7
72.0
72.7
71.4
72.0
72.7
72.7
71.2
72.0
72.0
72.7
72.7
71.5
72.0
72.7
72.0
72.0
72.7
72.7
71.2
71.6
72.7
72.0
72.0
71.5
72.7
72.0
72.0
72.0
72.0
72.0
71.5
72.7
71.6
72.0
72.0
72.7
72.0
72.0
71.5
72.0
72.7
72.0
72.7
72.0
72.7
72.0
72.0
71.3
72.0
71.5
72.7
72.0
72.7
72.0
72.0
72.0
72.7
72.0
72.0
72.0
72.7
71.0
72.7
71.7
72.0
72.7
72.0
72.0
72.0
71.3
72.0
72.0
71.2
70.3
72.0
72.7
72.7
71.7
72.7
72.0
72.0
72.0
71.5
71.5
72.0
72.7
72.7
