TemperatureCount
641
245
441
802
746
585
46
312
881
282
435
175
272
696
556
513
340
915
740
335
792
184
78
503
23
415
136
445
143
228
441
601
65
135
858
146
396
230
237
863
725
632
823
877
290
440
424
799
743
105
564
202
85
431
671
402
586
179
99
271
437
374
553
214
237
437
191
455
546
529
112
814
138
460
780
114
842
493
240
393
683
270
245
741
561
708
516
603
461
571
573
778
652
324
189
483
916
473
85
624
118
173
15
329
167
673
451
255
150
15
157
657
473
775
205
744
147
455
172
874
290
325
114
748
429
539
700
215
188
851
404
390
775
238
870
359
350
765
629
750
663
295
702
32
209
723
263
580
146
522
406
434
110
752
86
718
94
527
403
358
290
136
797
583
827
389
212
229
114
621
700
7
510
824
131
746
450
720
190
156
836
761
589
634
753
175
754
762
837
88
468
628
264
135
603
846
514
480
815
723
455
365
105
789
755
181
29
791
202
402
516
479
676
349
14
543
719
272
336
255
692
586
283
765
370
849
560
379
441
338
604
493
397
344
725
507
691
678
129
467
525
821
864
757
383
678
585
771
632
301
62
707
115
327
243
537
611
399
146
201
460
505
664
192
6
268
286
467
98
664
794
666
184
394
644
232
406
472
72
548
570
206
815
22
731
876
868
575
662
700
864
218
676
748
306
629
670
721
629
334
230
73
60
395
184
84
259
392
852
116
289
489
169
538
429
810
853
271
780
294
535
402
368
878
381
824
589
524
861
418
703
44
384
290
288
558
57
484
824
594
680
627
749
355
227
668
81
826
45
730
564
809
775
116
598
645
393
274
598
411
128
761
90
807
328
2
635
810
763
497
512
487
29
309
205
167
761
544
602
202
293
711
233
837
349
352
549
179
39
116
172
594
192
490
694
445
318
141
337
8
808
156
212
244
264
785
364
652
114
800
259
417
764
323
35
36
247
726
570
790
659
495
846
887
553
81
279
385
450
292
336
215
749
520
689
587
452
657
481
417
464
385
531
525
596
790
670
742
818
90
791
741
158
772
593
570
114
528
254
240
263
12
50
502
363
376
835
201
142
125
584
241
530
586
795
834
532
564
182
546
883
289
832
335
256
616
154
398
113
837
664
767
463
656
169
383
11
709
15
815
747
289
687
316
145
827
225
608
682
466
837
11
726
185
813
711
374
464
846
790
637
607
710
253
5
243
47
315
590
437
668
168
742
94
549
772
451
20
21
658
699
26
500
827
390
802
113
697
786
744
68
358
482
537
832
572
783
682
398
307
190
541
588
430
515
137
463
419
497
331
637
606
107
461
809
18
172
85
153
124
163
624
845
708
299
178
562
119
493
798
702
203
128
812
378
581
439
330
737
746
336
536
829
413
25
811
615
722
618
381
37
694
276
718
702
424
306
756
181
773
865
169
409
166
221
200
617
253
268
791
781
239
673
750
687
287
742
847
642
4
430
614
144
455
27
675
811
293
541
740
591
291
736
291
805
330
815
278
262
701
429
582
500
804
89
847
531
454
824
643
197
445
464
748
849
68
484
322
301
333
306
769
41
660
302
85
169
764
882
527
42
172
46
586
642
688
765
714
592
574
463
572
121
276
402
536
782
318
688
206
330
624
87
419
614
522
145
271
412
38
543
646
637
32
548
397
276
721
599
140
759
452
770
880
599
557
420
668
642
805
831
641
369
211
239
812
138
391
769
421
327
303
56
288
468
653
305
765
191
7
669
709
521
180
533
810
811
402
180
683
418
266
799
127
271
284
152
720
274
282
664
473
279
436
405
887
529
475
84
432
626
752
126
796
82
46
802
94
542
217
505
451
606
563
618
25
505
444
527
303
312
291
109
359
426
779
70
248
296
196
781
828
510
795
50
571
31
1
605
164
800
662
347
103
689
627
159
556
628
820
433
490
814
444
409
306
85
121
542
857
453
682
867
82
53
816
246
253
369
256
589
716
449
551
729
376
812
745
33
478
833
82
422
484
576
255
504
339
566
303
432
259
730
185
432
255
779
521
529
644
355
576
757
658
769
199
584
478
880
271
333
224
779
752
751
550
701
33
585
677
754
620
25
171
861
109
322
180
466
655
861
521
789
238
790
206
761
841
502
776
552
780
838
696
161
776
533
245
664
754
111
657
821
783
697
302
440
172
795
759
324
752
337
708
319
432
417
720
564
521
101
240
340
788
675
15
392
615
458
203
316
50
129
84
775
830
181
677
456
571
433
790
105
360
724
165
681
748
668
707
73
318
632
34
313
833
846
586
