Bandwidth
72.7
72.7
72.7
71.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
71.3
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
71.7
71.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
71.3
72.7
72.7
72.7
71.7
72.7
72.7
72.7
71.7
72.7
71.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
71.7
72.7
71.3
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
71.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
71.7
71.3
71.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
71.3
72.7
71.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
71.3
72.7
72.7
71.3
72.7
72.7
72.7
72.7
71.2
72.7
71.7
71.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
71.7
71.3
72.7
72.7
71.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
71.7
72.7
72.7
72.7
71.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
71.7
71.3
72.7
72.7
71.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
71.7
72.7
71.3
72.7
72.7
72.7
71.3
72.7
71.0
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.2
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.2
72.7
72.7
72.7
72.7
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
71.7
72.7
72.7
72.7
72.7
71.3
72.7
72.7
72.7
71.2
72.7
72.7
71.3
72.7
72.7
71.3
72.7
72.7
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.3
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.2
72.7
72.7
71.3
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
71.0
72.7
72.7
71.7
72.7
71.3
72.7
72.7
71.3
72.7
72.7
72.7
72.7
71.3
71.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
72.7
