TemperatureCount
558
941
412
967
290
969
309
827
221
377
103
378
1006
1076
302
860
656
735
833
177
268
979
650
963
1029
979
169
787
350
842
975
904
1008
827
616
458
188
1013
681
457
779
157
116
863
962
514
1043
879
1026
1007
281
849
642
928
858
178
980
365
248
999
798
879
656
999
936
891
1040
745
1041
857
846
962
698
892
961
792
923
857
199
184
317
980
856
1020
815
197
732
477
217
461
861
984
842
1054
987
653
1024
886
468
973
